var_0;var_1;var_2;var_3;var_4;var_5;var_6;var_7;var_8;var_9;var_10;var_11;var_12;var_13;var_14;var_15;var_16;var_17;var_18;var_19;var_20;var_21;var_22;var_23;var_24;err_ds_0;err_ds_1;err_ds_2;err_ds_3;err_ds_4;err_ds_5;err_ds_6;err_ds_7;err_ds_8;err_ds_9;err_ds_10;err_ds_11;err_ds_12;err_ds_13;err_ds_14;err_ds_15;err_ds_16;err_ds_17;err_ds_18;err_ds_19;err_ds_20;err_ds_21;err_ds_22;err_ds_23;err_ds_24;err_ds_25;err_ds_26;err_ds_27;err_ds_28;err_ds_29;err_mean;err_std
36;20;25;22;43;48;44;22;25;8;47;5;52;30;4;26;4;7;10;45;37;14;3;11;5;7546495.920696407;9387103.578233773;9486113.336739797;7600283.98607072;4243212.982760169;9369679.790829474;5109550.985961542;9050180.001844127;25197136.331823234;9607758.192994084;18232129.383173008;6255486.218098252;17514327.359335322;14885342.368626155;10905889.850996919;19012017.457163192;7764641.578200361;10592478.435631216;13716096.437555317;12809553.761783578;7929487.685200105;9236912.028611531;17139275.468059175;8552143.329195598;6164773.533215145;8536230.446600346;10358764.012357123;9046404.44350497;14456588.566558829;10408284.677116647;11003811.404964536;4614157.93506796
44;52;37;5;3;44;35;27;51;13;20;23;10;11;10;51;22;13;35;6;13;24;24;16;45;2639238.656698861;2626668.883668066;2773430.057175865;2626922.338826394;2465288.1165538016;4162526.1019840394;2040948.163508333;2550946.040931368;1757508.8830561636;2763449.7320655296;1978822.9800023185;1871195.4901645517;3535934.413080939;1220025.305090244;1173207.4188282667;1865839.022330577;4161609.905654254;1572981.9207960973;2241436.6201906605;1870437.5165137984;2947256.2969862525;2679809.7523657335;4247432.403216835;2734785.6982011255;838004.4250506139;4124828.580491095;2942014.930992516;2875030.699029423;2483606.848765503;2247134.1849498106;2533944.046238968;865237.4533786137
20;24;44;33;48;26;28;51;7;43;18;31;22;13;16;14;18;19;35;30;11;43;13;10;16;586.0567834640198;626.8071551093101;718.6036635708978;595.7261416071742;443.64106414537247;2527.371550615717;1391.4051458208608;697.553999027782;1326.1285656183536;709.8092200454631;1927.1790413309932;2015.016296026183;2650.307498430588;539.3048501931391;2083.0383098636667;2194.7556557524995;2841.1921859008376;1258.0868893498096;1549.999815409155;1349.738446505457;2170.04557993463;846.8908927905296;1241.4693899032277;706.6273628366031;448.7643762948306;2732.204825971473;786.9817022942286;963.8624822402821;1830.3342115158991;987.7970693467116;1358.223339030523;745.3449230278273
46;32;50;50;38;31;19;43;52;3;26;35;8;22;46;48;50;12;37;25;3;22;44;3;40;6260697.339364934;6347318.042470339;6638737.748780405;6331096.859490739;3773008.168426898;10242779.375675464;4829279.936937979;6360820.661486767;10187817.766047018;6721074.214152499;10030604.326642595;3625257.262312539;6456973.28237414;25959.503875287202;3567993.1640001414;14930282.350098655;10309909.958008707;10538937.407844473;6319769.423072267;10006727.885565355;6703301.659282993;10104531.35931228;6542876.8516332;6254650.168245197;4907295.568276009;10320090.439831136;6439956.020246776;6268421.343155124;6523183.092772337;9901306.795263944;7249021.932488207;2878211.1494287974
30;48;46;3;49;39;22;43;47;49;35;23;11;26;11;26;37;9;52;3;47;46;14;11;20;1004753.9377598;1000127.1130676164;1030969.3757705024;1000037.1587231595;1002910.69633093;516043.28004632366;355012.91836219095;948014.7472322154;826661.795162606;1027214.4169150973;548869.4195246571;551452.6674980324;811713.9089248071;352102.32733854745;570224.9008101715;685056.2554922026;486896.942986905;383327.74200403487;354080.0764710108;459081.4484472213;427605.02743994683;970763.7430069344;636745.1823387716;955886.5130905813;251563.52766457907;472942.7451443218;747088.9684335522;854568.2229667838;708952.9646407594;684676.2601981658;687511.4761264141;246442.44035438081
13;43;46;7;42;27;24;37;39;44;23;8;49;33;33;43;48;52;13;31;42;8;22;49;26;22744.11795031434;27505.05213198248;32698.864239258655;24026.670774557693;15786.842457164821;93682.47404270356;54500.74659873412;31634.3752673444;40731.192358356726;32540.18325579005;46851.23452742797;52003.73969350493;99091.96516427767;3733.6437103609137;84290.9564978784;55229.88899941555;91375.55542722209;39560.45047016677;43449.32978943374;37008.13894436977;75017.81561594602;34310.2291573128;41686.88325982547;31175.42333686818;19722.967380895545;91314.06337592195;27418.54578478959;38358.50706256381;50640.30174602554;32414.755136731445;45683.497138571496;24607.20720622667
31;33;7;50;50;8;3;13;48;47;31;44;17;33;33;49;31;24;50;3;50;50;12;3;29;1765689.1263811898;1737824.7639558683;1817641.3911610509;1733381.980798579;756015.7711747607;1039292.914420421;235072.73654160756;1639026.8272184907;1679848.4340064498;1785631.4741512267;1078559.2165755497;537615.8595700273;1465187.4675662923;21292.887656636245;1066151.8488909903;1314264.2970363284;1025677.6897839549;1480516.7262772322;745635.851942007;2081471.8636944096;921907.4041327711;1932506.224706261;1099458.7544213268;1763983.0560487246;1337701.5956372651;1026691.1759359409;1659425.923797588;1716215.9446636618;1456031.8145448617;1390896.6739272464;1310353.923220624;497901.83940786804
16;13;26;7;4;18;8;50;35;37;8;4;5;13;49;45;16;24;36;41;25;38;52;16;38;1325556.9795413974;1373035.3257408417;1402551.1142986903;1367098.8229737154;694050.135284748;3701720.3984762724;1650869.8545894905;1337765.6198971812;1099778.060912659;1380704.9593285038;1276058.8544211274;1035899.5996205733;1291814.1669412388;1000.0;2588232.8660053727;4315108.539317737;2769740.7035426805;2132959.1900610845;963483.418956866;1441216.5831779148;2407478.4265553206;1241771.7509340511;1348418.6994850936;1219389.5724047;803977.443051975;3015551.163204909;1302278.9839424388;1473645.6091034254;1400743.518446008;1486320.7034063404;1628274.0354540786;877362.3594201927
44;26;15;13;50;29;7;20;12;40;14;15;47;14;17;22;47;3;48;46;50;47;43;44;19;2959922.3386989934;3095959.0999861946;3520324.921938779;3032144.8762832843;1277022.0390934255;4035932.202077333;2533802.135317215;3375195.607194148;3014647.012140665;3480808.433209554;3311723.447939256;2883384.8170127533;5803754.567561868;40798.281901114024;4092642.931054595;4768724.954385377;4923377.490562702;3123055.1354987253;2680456.4615556863;3439444.859645931;4492867.36172282;3424915.5776086817;2864271.360885002;3126971.045839472;2263524.7226496306;4198771.2732927995;2389952.149000127;3466169.6021354157;4411350.558834309;3077938.553470336;3303661.793949873;1068003.1840003373
24;16;11;40;23;32;44;50;31;15;29;27;39;13;6;47;16;43;28;22;51;20;5;40;22;339087.2076305268;358367.82726633904;423729.6417724521;341467.2221811406;380000.45429090725;1382452.0197720507;862989.3684510464;402055.6299623956;776857.3865218528;424853.82928270975;896730.9527891787;865683.8206696116;859006.7444309174;48267.158353743274;746461.1206425147;1233336.8289106702;1315620.5937503942;607044.513511893;892173.1084638161;568876.8614652085;863366.7879624208;510433.90725032135;662028.4798197468;498043.3816881599;319359.0851258644;1354640.0181556747;484801.18686843425;537882.7762027432;707481.6508660099;529263.7888174881;673078.7784292076;327609.2289888617
52;9;19;49;50;6;3;30;40;14;50;38;7;46;11;49;20;38;17;38;39;36;49;41;23;78.76321311631371;84.35535416956739;114.99256918666481;78.60248350147538;58.58006590505199;272.6815475803106;160.79189186917048;109.21380036413495;188.5635891871851;115.16638888880723;279.0691619063193;317.0806272310831;424.7008459063969;148.5683924717562;288.8493233517158;319.35255123034693;286.50426615917047;152.9904680977735;225.17932992066451;160.99179971681218;249.5566050164707;117.88649404493538;150.01722888965222;87.44593156154687;60.77307015784658;280.35167170230017;89.87100442833516;124.641918237638;256.837972613379;128.94953834788618;180.37763682535703;93.85247435601754
39;22;8;8;6;9;37;27;11;29;3;43;50;31;13;40;24;26;36;49;38;27;6;51;39;201405.91969678568;220065.61172751215;199858.16960672598;203674.81546585722;107560.96041873541;679585.5128403143;387198.97511575045;193638.62841506227;245407.52607974928;197810.0414728237;1099221.000299205;247582.92530970837;454591.5228762162;41690.507109206366;603139.4707259537;388168.8663034465;478264.89246946276;313240.84939835535;250018.2545234857;265923.38227827963;544017.8400448661;240952.88536772397;460646.01740412;632840.657528431;153886.70019783074;660017.4738116652;225632.1564393698;247983.61140703855;459257.9949350742;263117.34024601034;355546.68365049217;216737.84867636042
47;20;37;30;30;11;32;49;47;22;50;38;5;11;3;15;8;11;5;28;31;40;28;30;42;7065857.331382337;7540842.6533026295;8373088.652259823;7372720.792902041;4444786.705513286;26984440.65342263;13131955.76660424;7983993.396436144;11130183.965440279;8289170.045251332;16062569.839513091;26528509.63858358;52542758.48648659;423318.0297298441;16345197.140843706;29245549.020433005;27481115.833472494;12894620.670962267;11231219.010904282;16301519.436832676;14684484.055371292;8895304.421220066;9316377.300564859;7163342.401861884;5217805.635705879;27678348.434601218;8103306.126522936;9086693.835140996;17516460.498094276;13566724.021603107;14420075.460032092;10317650.311220583
12;39;33;52;32;44;45;4;24;20;33;30;25;5;29;37;37;7;27;46;52;11;41;15;39;8467.399678812057;7916.319344673633;10467.012664692404;8304.723701551131;4642.770933564306;40358.72465605515;12561.63184971911;9985.411900634195;22739.346967107762;10601.555915582972;32820.86517457101;43161.68973000261;47304.369748191675;12205.875656238133;43750.63106258075;32875.62159522634;39471.65726065941;16011.47653646723;24080.33927690362;20941.40433097751;51341.65261262853;13471.183456500425;21602.95894564043;13138.521134876051;7826.014937461892;40987.9504296878;9646.12931388143;13115.860463791383;23342.92816860446;13736.993996455725;21895.96738145797;13926.543140038351
23;31;45;15;15;40;32;19;8;34;32;14;41;38;46;9;7;40;48;34;34;27;6;22;30;90736.22326117211;104562.90330348932;126078.12934984495;95969.89214711801;77657.83103258541;313393.59187374136;211405.50410200882;118453.52982593588;166819.27104286203;117881.89287764434;254528.03546970963;301689.8836681504;290355.8600729843;34134.30770745879;266562.2296317516;321446.4866212965;434928.357121386;183124.38603699743;285924.73161837383;218840.80855455436;347905.53917653905;159306.77148528423;220130.74634337553;109681.28365909644;84826.78775991636;467169.7771861879;152331.20462961606;148167.82067375214;201134.09208031627;133577.49006554447;201290.84561262315;106023.35763993375
49;7;8;37;8;44;17;33;21;40;44;12;46;6;28;21;44;3;47;14;4;5;17;39;19;2958082.6868058825;3569421.690729711;3733323.8306354284;2991351.432100473;1282926.7751657164;4326118.21114005;3547504.2445410155;3577015.909557285;3080235.1178537696;3779632.1191615416;10030604.326642595;3625257.262312539;8172821.49855519;17088.272778745864;8030818.2388348095;5078565.153403304;6597314.923573459;4451224.07761662;4171269.3598315106;4226403.333881058;5891270.320833057;3636105.643327663;3091432.6348518487;4128284.43321993;2502818.1300795604;8358695.018106933;2514418.410951311;4137374.7219988415;3668332.7825762243;4181870.524937536;4311919.369533454;2086411.131832699
37;9;9;27;45;37;26;31;19;30;46;41;29;45;44;18;31;10;7;43;22;18;51;27;36;1982.7674443425667;1783.109115484501;3095.3828834003657;1978.1291082586467;857.7231285628683;5457.854739494964;3228.119684435808;2930.1095922304185;2482.3777099591;3116.750535295936;3593.8883112017993;7851.279004432668;8254.029115642968;994.4392261510006;4383.932196216204;4272.753944138577;5920.556398753216;2349.5054552988677;4028.347047392051;2655.6510258616645;3527.014943203162;2430.966975435986;3136.767338876476;2049.356696325735;1009.5656473621597;6047.886263926679;2241.5031075732927;2152.1086789272276;4467.236275874513;2868.785226483361;3371.5965606847594;1805.6731241380571
25;21;4;14;51;43;38;21;32;25;26;41;15;10;30;11;13;17;49;18;52;19;13;46;14;154.86786602507922;189.55509616232266;198.8939715229459;156.74890916781018;107.89487397197598;702.9034070565705;347.07765566599056;189.98746916589997;460.08658049244895;201.535199532976;564.1044092901792;690.9175979321416;692.0718464291779;201.60325796539374;447.2133972701561;583.8302929243197;707.6827540935969;280.86645694406303;445.36811669056357;352.58071746011615;473.6855376308772;229.43862839251736;360.6749290835396;186.5886410505879;129.2182356911589;708.4076020381414;192.52215760863356;221.97595614599763;359.5326423019061;224.52265126605005;358.7452285657712;196.85478143106732
23;44;45;9;14;20;6;49;43;38;27;24;20;6;14;7;8;22;23;34;36;48;17;25;6;107538.43303845964;110143.22288509486;150656.7299298849;111167.21174732859;71047.66332336188;325013.0405223998;168334.67034118788;146316.02130665074;192084.1409141484;150318.11436516102;178027.96747046546;170384.8459125762;298001.058449472;25959.503875287202;378474.8372301769;201007.33881645947;460441.4463841921;182526.48380059144;280447.1412201965;153619.02119815777;353498.697028471;127771.39037662534;190311.6515664888;136990.9878034669;82418.24688620686;410702.2568433135;118809.13824095382;139789.62524033713;192883.76616792107;138558.6696927952;191774.77741926108;103047.79296567713
30;31;41;33;24;17;14;4;51;29;13;45;42;29;27;12;52;22;46;27;51;20;14;43;9;1636.703934415857;1600.081241488079;1984.1388741315632;1684.3343743103967;1093.4410322800027;5893.8948231960785;3131.4814435327908;1902.3779416041018;2952.7539682021315;1989.9575745505479;4514.72142011686;4791.6529704063205;7247.381932874696;752.970253809472;5552.580085113828;4970.725038640799;6115.593733374708;2743.7578300966875;3277.7867776356807;2760.7541930525344;4876.628100326992;1911.1228651939875;3008.6946280852453;1716.1350932688526;1152.1995125032338;6336.544585771001;1726.7323462195347;2196.8140241244846;3904.292565299897;2375.8325175134523;3193.4028560379943;1760.5847159941657
11;12;7;22;5;38;45;32;48;45;37;28;51;19;18;27;38;43;16;21;52;52;33;3;34;5970551.717081432;5485777.243067223;6030712.9262284245;6037689.28913697;2619605.027165287;10242779.375675464;4915941.658548661;6066035.845622112;8953762.669051634;6005789.545748146;12137728.010082671;4847345.411245176;7724927.6386581715;41690.507109206366;5576169.952014592;11159546.09662439;9061068.02502519;8300411.6702029165;5740952.621900385;10258539.706168337;6089364.717354982;7516070.087676947;6140181.704417275;5681796.373220545;4647810.099461742;9313576.43792067;6043594.139289936;5882614.925308093;7364401.377300847;7579999.704517477;6781214.483427497;2436134.486191016
23;48;29;20;21;37;39;27;45;18;37;41;6;34;22;4;43;34;52;27;17;50;49;8;23;2619728.9825138715;2967664.065400211;3354012.2773672;2687717.09859549;1822633.0035437539;15007101.398252944;4092221.9254818354;3281781.323649576;8076941.613422055;3526660.7015636577;8134805.002214339;6869164.717183215;14252121.425041327;11620551.932581661;7191631.110726142;11241916.651613511;9601892.490564454;3940788.6902402826;4360928.924628994;4639851.714494546;8924379.730599584;3317870.7475619544;5789010.120338867;3036299.325001734;1970718.8991423836;12272976.136140816;3592610.1349559333;3494618.0627783504;5408996.311159827;4519291.044433449;6053896.185373066;3692185.0568792815
